provider,amount_raw_wei,amount_normalized_18d
0xd4be8e1a37c757bb93209b6e226bdeced720b25b,4842563166048442734015,4842.563166048442734015
0xf8ec5f304e784017b0f47987d3f509a13ecd44fe,4794761215293818236394,4794.761215293818236394
0xa1ecec91e9a629c6b7f9b720e3fdf2c3e7aef626,4733455575317014044879,4733.455575317014044879
0xcac2484356bf2ad2d8999c9af8012a94b3330ed2,4567935469531387302033,4567.935469531387302033
0xf47a0da8bb33e7aa7bbe791dba0fddf6e6ba7c40,4500000000000000000000,4500
0x6cd7ab8e9a61bcf771c8303fc7851608cf584906,4478408008079857803863,4478.408008079857803863
0x1bc64307e6ddc620635b862fd2051be32bbf26a3,4412932434821165037629,4412.932434821165037629
0x95b30e515627e71b244dd99a9d6535a55e05cd55,4399551765476758935493,4399.551765476758935493
0xac44b1fb8fbc4302651ecf1d15433061b7c4759a,4342901000000000000000,4342.901
0xf45657c5bd61adc30b7827bc2852e8cbecc9711b,4315951587057070805894,4315.951587057070805894
0xac1e4f6b5d1ed1df3694fc6bf27a8f05bc46f4f1,4313113820611370295970,4313.11382061137029597
0x9325224467715b064cb35cc881d3acfc6b329428,4263310568451239661122,4263.310568451239661122
0xbddefafa00c0453cefcca72d09db9c5b5c66899f,4254053888517653558256,4254.053888517653558256
0x75f3b20555b3d7dd9ce76f8a2d97e8a934a8f091,4208898164983038782839,4208.898164983038782839
0xa5d1b502f0619a3077fa1470a8bebe080199a893,4118000000000000000000,4118
0x6e9c74844d03c9d2321b34a14060295034d74080,4089112107266413727376,4089.112107266413727376
0x1915fd19e19858f815c924df8d2d6e7065f1e547,4073225706240555988302,4073.225706240555988302
0x893a5ac0ff94c3f69eb55951ce6df58ae48b062e,4062081821023764915442,4062.081821023764915442
0x0691d0fac697d85f99e41057108f6b4f4c4091ec,4016234521833199042302,4016.234521833199042302
0x1ee4d8a859e3dd3440082b2748186a785306f18f,4012900628554522000000,4012.900628554522
0xb39059cf4328ff113033e28bebc2d374a90b7186,4000000000000000000000,4000
0x2cc6b0ebbe05e62173a2b81ded8c2936551ab3ba,3999700000000000000000,3999.7
0x3ef5b39e8a0c9191ef713065d5494fb6e70dc777,3973669728808085427003,3973.669728808085427003
0xa35ac0ca78722f8156c35436d03a038e22065932,3957089917930960045072,3957.089917930960045072
0x9a54e31807c6c8eafdd012a412f1851e77fe7843,3947912482088254869510,3947.91248208825486951
0x8bb72a751f6c97fc7a195e83f08e64483040e712,3885000000000000000000,3885
0x3574031cb3366813596af74df2eef9976bda0a62,3880952400000000000000,3880.9524
0xbd6c6aa4d30b17c25528dc89e972b43a5284320d,3878419457371402935283,3878.419457371402935283
0xa961efee2b9313cdaa5eac1d83880dc7712dd920,3842142079700000000000,3842.1420797
0x8f8d2d2565bfb10608a7ce64b48e2aea7875a344,3798154193202994843571,3798.154193202994843571
0x69868ad442cf073b6783f0f446319466d487cdca,3784105998145632315466,3784.105998145632315466
0xd7677d3b4d42566b3c7601949c3bfb518b293ab2,3781247671226556899809,3781.247671226556899809
0xc5c248be0bc99eaabadabed229004a2e253e6578,3726158700000000000000,3726.1587
0x37dfa0c2b99452fba32ac3380a0f2a1eea40010a,3712420827289417438092,3712.420827289417438092
0x1adf17f665fbf879c75767ecc87f938abc776682,3705610302890137156820,3705.61030289013715682
0x29f0d0f900b6d595ebfc8c512ab807470f48ca9a,3684587689640000000000,3684.58768964
0xb50b4d29d7850ef22aa8ba7ae7c89771cfa6b9ec,3620602498095021492444,3620.602498095021492444
0x3476646dacd6200c0abd2be0b9f30942a5186d03,3598341506737270847319,3598.341506737270847319
0x74a08190ce61ba64c2d7ccbd112ad0280258f163,3586910256000000000000,3586.910256
0x05c12b2927b4ff0efac4dfc0d007be62317ce2cf,3575637655289935696794,3575.637655289935696794
0x45f7d566cc938c3dd4fec6246d4e040a69f14899,3573958891604013810360,3573.95889160401381036
0xd185a341e2d30df901d4792f52af0265b45d7d9c,3565962558464896557102,3565.962558464896557102
0x1a8e9d4eec13c300e2f317c26fa3fac19d9dc91e,3548562574618283020858,3548.562574618283020858
0x4066a6a19e2588fee071975b1f6484e911a80f0a,3509749880478710740746,3509.749880478710740746
0xcef24b7a9b549cd1298c572a810ba4098bd68e0c,3505810000000000000000,3505.81
0x9b4e7dfc219be2f6c627c16b02008116d02bbef3,3499310000000000000000,3499.31
0x43c4c2f63e37279a296fabb74cb4b30695edf435,3495725080327628620569,3495.725080327628620569
0xad9edc87b0024c9e52ec46803f7aecfa69628914,3451982641831902812523,3451.982641831902812523
0x2060c3e9519f7614dadcbf0087d979ec88b6ab19,3444989573586397304221,3444.989573586397304221
0x05ff468922cd1489b27f9b114dae3c59e2f06149,3420851274167707679949,3420.851274167707679949
0xe7ba5c00a170b075323c0fab1445db0ba8c65984,3418000028999244408617,3418.000028999244408617
0x70af524bbf75caec60850f342c8973ca9e96fbc7,3380525633947790510883,3380.525633947790510883
0x7ce698010bf4a7e5e80adad154e2eccc5cc749ee,3350969217762304117922,3350.969217762304117922
0xefef4d1b5e51aa94a66e840583064b2b107cf54c,3340668354585485482715,3340.668354585485482715
0x0bf28910d3a0f2aa93cef75ee961b23f862ff838,3339502418273504896333,3339.502418273504896333
0x20e2ec5dd954720ab7cfbb8dc73c69c2ed76e053,3322802400000000000000,3322.8024
0x92f3766b5213569939be41a2185396ed5f359806,3315920000000000000000,3315.92
0xefe9228bcbc5308e96af225f7e07d7372e6ac15b,3307887341216172278398,3307.887341216172278398
0x08fa83ad40df040daff2971c861f3929e6aa20a8,3280554540992719327419,3280.554540992719327419
0x290e3b4c199a4fdcab11c63481fa05bb4aa65805,3278809064360000000000,3278.80906436
0xfb42df07803662734288d64b64e7bf5e778aaed3,3265657024647458509062,3265.657024647458509062
0xa03a0a81134fc88eed3d01fff106774ce135c9f8,3248048218991725187462,3248.048218991725187462
0xfc21f09efa271c58e100b1b17113853341e560e1,3230000000000000000000,3230
0x3b1693402f2283539eb9cc7e3985b09b405e57e3,3202483347587619737538,3202.483347587619737538
0x926944becec23ea59d67a63f8b5cce92e83831d5,3201397710929018451854,3201.397710929018451854
0x11096eea9f44abe47b63f67a2bf5181311d52cdf,3181243828114711672998,3181.243828114711672998
0xc0c5649411c96f3284f6bfd14388a794f06c86b7,3155000000000000000000,3155
0xb31753631f0b4bbc92145202844ff34d64f63961,3149530000000000000000,3149.53
0xb232d899b39ee282ec26bba385497b9fcd150ed3,3105526689994057169597,3105.526689994057169597
0xad59b03e636bd52d8ed1eece56a49d8eac327883,3102686662382852484974,3102.686662382852484974
0x1ea4f2bace975b284ba10556f6b6000e79f37973,3083400431873126041232,3083.400431873126041232
0x47403c154543bee9823958f88c27e31602b40126,3050761277487030794202,3050.761277487030794202
0xf2836e8e7debfa9fbda3af6e2085ee24c0b9d63e,3050000000000000000000,3050
0xa9c5280205f3a652147a51b394ae525754861722,3047329359680679384793,3047.329359680679384793
0x418156aeaea432f35ed3c1736708e597e7648008,3035111863949752008410,3035.11186394975200841
0x3af9509c47eb3828d2a1210bb94a9f1de11aa7ae,3034023731207926604655,3034.023731207926604655
0x63ba2a2cd8fa3764a587b8910fe8851de2da81a1,3019269348013060137480,3019.26934801306013748
0x97a639a8de2148f012be50b6a56270eeeb01c7ab,3002270000000000000000,3002.27
0x27dd89000322c49e6a361bc6e540dc47b7720cde,3001534200000000000000,3001.5342
0x865fe532c9de6acb64ed41719d8df68a47ba55db,3000090023691658438075,3000.090023691658438075
0xf1cf5150dd4bbf0e34f814df25c7cfd60996639b,2999820000000000000000,2999.82
0x303dc7fc09a018f1c8c34d6d4f66115f58afdc7d,2998830000000000000000,2998.83
0x658afa8df3cc48fc2cd92bcbccfbc6a93667d922,2996574517160000000000,2996.57451716
0xbd7dbb5886786af713ebb1841323c528699bd92d,2958008383930318588154,2958.008383930318588154
0xe02a65344647001f0c3dc2a16dc8d60f14e8a8ca,2925302488776370017000,2925.302488776370017
0x97f16b00d436fcd49d5911e68002f1cd4d5e47c5,2894590625533831521669,2894.590625533831521669
0x7f677cff258702ddb349d227e46991d5a3277b4d,2861589698875459601134,2861.589698875459601134
0xff3f05e145bbf2f47e3a3afed841d64e6f1a9422,2859403750263840158719,2859.403750263840158719
0x6b6e021b4652f348519e352249ef377bc2c1591a,2832613700000000000000,2832.6137
0x72bd0c14c1cccea37c513ab4f52f433db3a2a5b6,2819483267161173865454,2819.483267161173865454
0x630eaf1754e9494f2f449179de63e7a0a098c6fe,2810374291368841050934,2810.374291368841050934
0xf01539c8dab49c6daf647c380f8624c93aefeac6,2808000000000000000000,2808
0xa1f36eb2f8baaa3d700bb0708e6c2b0741bed6fa,2792544310994784262922,2792.544310994784262922
0xc2a6862f9508969a210d7f98d3e57da035ad230f,2771000000000000000000,2771
0xf79c329a2eb7e98e58a24178777b72eb64306298,2766089628192514984158,2766.089628192514984158
0x13b41f81a71d7adb19a971b58501eff3048f3070,2762814300000000000000,2762.8143
0x79eebf638727936489967fe5ff4abd4d14caa312,2718795182604524519111,2718.795182604524519111
0x279d5b34865141f9b54cf8e4b61a774707ca2b96,2700022559200000000000,2700.0225592
0x246ae0fdd80fa2678035182e1811769313b14f25,2700001069977246874473,2700.001069977246874473
0xcb1c1008bce0854220cce17527ee29617de7316a,2695620530139405914786,2695.620530139405914786
0x480ccbb125823bce4d6d57a0fb4c042a647a05fb,2664971825451621071002,2664.971825451621071002
0x274af61a316678a84aabacc4a6cf6881e9413b3b,2664750000000000000000,2664.75
0x088e1da8f1dd0144c1c874f3793d7c93ab875071,2642864000000000000000,2642.864
0xeda7ec4873abea456f48d41c0ecc3c637569c476,2625051800000000000000,2625.0518
0xfdbbcc3533e3a7096ba47dcaffd416b879f92cc5,2609901176693931620298,2609.901176693931620298
0xe4c3129a9f6e60851ffa3114ae66f4f79e83b972,2606300489163810227842,2606.300489163810227842
0x7d13deee5864625dc0c1df65cb3c9768a2e73d75,2586345687671626855768,2586.345687671626855768
0x1f1942d85492f07f9ad45665ba0f327fcfa4672f,2555111455323814501168,2555.111455323814501168
0x7e37a19a0cb97bbc9838eaba34c572887bfe88a0,2553935400000000000000,2553.9354
0x0a78afd47bb2c09141b07c110caa9e03c806b8b9,2553816645410440797538,2553.816645410440797538
0xb691f1523e87c2df23c8588d27a4a276a2b79818,2532098074407387187050,2532.09807440738718705
0x42e076485c34c8bae0feda9ed90e8be4d71e4bef,2522872931893812688917,2522.872931893812688917
0x0c47b3a3fec8a91ee44b8daf04d8cb6ae1dd7245,2511609759547168125775,2511.609759547168125775
0xaec769ae46b7d4baa9215e1775a37c9984656c27,2505000000000000000000,2505
0x86ec677b605e9b5bbaf2f281da2e88988f124ac7,2483909068040000000000,2483.90906804
0x54e0d3eed18ddaa2a6b5a8857903bb16e48647e6,2482290000000000000000,2482.29
0x76458952a1c0a5e214502975b2ff0d7645610c93,2482290000000000000000,2482.29
0x4de4f01c1a08205143762eb62436cbe7cbf7c681,2482290000000000000000,2482.29
0xa365c68a3f644d1977a01a91f01b168a7deafca2,2482290000000000000000,2482.29
0x37576c9ddeedf98dbb7bc0b7808425afda93d0c5,2466012486335937684132,2466.012486335937684132
0xb9641997d47809964f599a1871185cd292729596,2465228293406385780556,2465.228293406385780556
0xc7d3e24f018401b34aec1858dca3f6e74155330d,2448126154681456762698,2448.126154681456762698
0xfb3cba139b6fe3eada541da9e30f833073bde821,2447293383168589336208,2447.293383168589336208
0x4f3cb5536d8a645e7f49294cdd079fdc2d9f84a9,2444289600000000000000,2444.2896
0x5184f22115396eef36be250c5434856d940115b5,2440280346480116314250,2440.28034648011631425
0x96a6e854bc11fc5d23fcde50f207e693805b7e82,2434478577459407436920,2434.47857745940743692
0x1fe7002baeeea603d6b0aaa5c8312dcafee6157d,2425000000000000000000,2425
0xc83223859d07f057662a612b62471d8e1de3da7a,2420288910756558406670,2420.28891075655840667
0x6b0abf7fcaa10ebad592409d931571306b875cf4,2407023543400000000000,2407.0235434
0xe568ff6f95b82dd563688ba099618e592e3a97a5,2393921449449176703026,2393.921449449176703026
0x1b1591e43c071550e63d22f94febb16734848877,2385875310587455752373,2385.875310587455752373
0x996877fd71e61afad7e7ea3961615a126de1f9ef,2297549727428436869764,2297.549727428436869764
0x4dbdd3773cc53afc41d654725d58ae2d412f616a,2293508670453883106007,2293.508670453883106007
0x9e60cced8994866358597c25df79a54180ab8659,2292540000000000000000,2292.54
0xc4eb178b77c2eb0297d3cb8a42334968f94b7320,2253000000000000000000,2253
0xba21325681ffd7d623993a2a564f6390654e2948,2213359155555730871696,2213.359155555730871696
0x723cb00fd80e11539e0da1cfad6c711599da5707,2206540000000000000000,2206.54
0x86abe289cfeb6ec7daa118de76a10e3614768128,2200048598099755695776,2200.048598099755695776
0xd47835d494ac1bf8c140b6a04e69b67e75928022,2191868500000000000000,2191.8685
0x242cef6ad93979a54a275636eab111c97003f805,2180090730661399063815,2180.090730661399063815
0x95215ebb5f73e15b5054482f5f07ecc8d58273b4,2171683121637293933294,2171.683121637293933294
0x6d74af94c8e72805ba3f7ce357a5b12ecb3ad71a,2140437303464249040492,2140.437303464249040492
0x5609d871a07cd2a795c8b7166e43e90fa19ac215,2140351278014474652182,2140.351278014474652182
0x359a67737774653c184f789b211212703b17edf8,2138736465770367132269,2138.736465770367132269
